,anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme
6987,12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Berserk: The Golden Age Arc II - The Battle for Doldrey,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,"Berserk Movie, Berserk Saga",https://myanimelist.cdn-dena.com/images/anime/12/37193.jpg,Movie,Manga,1,Finished Airing,False,"Jun 23, 2012","{'from': '2012-06-23', 'to': '2012-06-23'}",1 hr. 32 min.,R+ - Mild Nudity,8.06,63346,472.0,888,97596,354,,,,"{'Adaptation': [{'mal_id': 2, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2/Berserk', 'title': 'Berserk'}], 'Prequel': [{'mal_id': 10218, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago', 'title': 'Berserk: Ougon Jidai-hen I - Haou no Tamago'}], 'Sequel': [{'mal_id': 12115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin', 'title': 'Berserk: Ougon Jidai-hen III - Kourin'}]}","Yahoo! Japan, Good Smile Company, Beyond C.","Viz Media, NYAV Post",Studio 4°C,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural","['""Aria"" by Susumu Hirasawa']",['Suite &#039;Blood and Guts&#039; by Shiro Sagisu']
6992,781,Detective Conan Movie 03: The Last Wizard of the Century,Case Closed Movie 3: The Last Wizard of the Century,名探偵コナン 世紀末の魔術師,"Meitantei Conan: Seikimatsu no Majutsushi, Detective Conan Movie 3",https://myanimelist.cdn-dena.com/images/anime/12/20103.jpg,Movie,Manga,1,Finished Airing,False,"Apr 17, 1999","{'from': '1999-04-17', 'to': '1999-04-17'}",1 hr. 40 min.,PG-13 - Teens 13 or older,8.14,21584,379.0,1939,34803,45,,,,"{'Parent story': [{'mal_id': 235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/235/Detective_Conan', 'title': 'Detective Conan'}]}",,Funimation,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen",[],"['""One"" by B&#039;z']"
7066,18115,Magi: The Kingdom of Magic,Magi: The Kingdom of Magic,マギ The kingdom of magic,"Magi: The Labyrinth of Magic 2, Magi Season 2",https://myanimelist.cdn-dena.com/images/anime/13/55039.jpg,TV,Manga,25,Finished Airing,False,"Oct 6, 2013 to Mar 30, 2014","{'from': '2013-10-06', 'to': '2014-03-30'}",25 min. per ep.,PG-13 - Teens 13 or older,8.44,202063,142.0,140,372549,5561,"Episodes 1 and 2 were previewed at a screening in Tokyo on September 22, 2013. Regular broadcasting began on October 6, 2013.",Fall 2013,Unknown,"{'Adaptation': [{'mal_id': 14790, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14790/Magi', 'title': 'Magi'}], 'Prequel': [{'mal_id': 14513, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic', 'title': 'Magi: The Labyrinth of Magic'}]}","Aniplex, Dentsu, Shogakukan Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,"Action, Adventure, Magic, Fantasy, Shounen","['#1: ""ANNIVERSARY"" by SID (eps 1-13)', '#2: ""Hikari (光-HIKARI-)"" by ViViD (eps 14-24)']","['#1: ""Eden (エデン)"" by Aqua Timez (eps 1-13)', '#2: ""With You/With Me"" by 9nine (eps 14-25)']"
7074,338,Versailles no Bara,The Rose of Versailles,ベルサイユのばら,Berusaiyu no Bara,https://myanimelist.cdn-dena.com/images/anime/9/57043.jpg,TV,Manga,40,Finished Airing,False,"Oct 10, 1979 to Sep 3, 1980","{'from': '1979-10-10', 'to': '1980-09-03'}",23 min. per ep.,PG-13 - Teens 13 or older,8.38,14055,180.0,1664,44207,1660,,Fall 1979,Wednesdays at 19:00 (JST),"{'Adaptation': [{'mal_id': 660, 'type': 'manga', 'url': 'https://myanimelist.net/manga/660/Versailles_no_Bara', 'title': 'Versailles no Bara'}], 'Summary': [{'mal_id': 3868, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3868/Versailles_no_Bara__Seimei_Aru_Kagiri_Aishite', 'title': 'Versailles no Bara: Seimei Aru Kagiri Aishite'}], 'Alternative version': [{'mal_id': 5415, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5415/La_Rose_de_Versailles', 'title': 'La Rose de Versailles'}]}",Nippon Television Network,Nozomi Entertainment,Tokyo Movie Shinsha,"Military, Historical, Drama, Romance, Shoujo","['""Bara wa Utsukushiku Chiru"" by Hiroko Suzuki']","['""Ai no Hikari to Kage"" by Hiroko Suzuki']"
7105,199,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,Sen and Chihiro&#039;s Spiriting Away,https://myanimelist.cdn-dena.com/images/anime/6/79597.jpg,Movie,Original,1,Finished Airing,False,"Jul 20, 2001","{'from': '2001-07-20', 'to': '2001-07-20'}",2 hr. 5 min.,PG - Children,8.92,498602,19.0,39,705769,15412,"Sen to Chihiro no Kamikakushi is the highest grossing film in Japanese history, with a total of ￥30.4 billion from Japanese box office sales alone. It is also the most successful film to debut from Japan, with a total of $289 million worldwide. This critically acclaimed film has won numerous awards, including the Academy Award, more commonly known as ""Oscar"", for Best Animated Feature at the 75th Academy Awards in 2003, as well as the Golden Bear at the 2002 Berlin International Film Festival (alongside Bloody Sunday). It is also among the top ten in the British Film Institute&#039;s list of the ""50 films you should see by the age of 14"". The English version of Sen to Chihiro no Kamikakushi was dubbed by Walt Disney Pictures and premiered in 2002. The film was released on DVD and VHS formats in North America by Buena Vista Home Entertainment in 2003.",,,[],Toho,"Walt Disney Studios, GKIDS",Studio Ghibli,"Adventure, Supernatural, Drama","['""Day of the River/Ano hi no kawa"" by Joe Hisaishi']","['""Itsumo Nando demo (Always with Me)"" by Yumi Kimura']"
7142,4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Clannad: Another World, Tomoyo Chapter",-クラナド-　もうひとつの世界　智代編,Clannad OVA,https://myanimelist.cdn-dena.com/images/anime/12/19620.jpg,Special,Visual novel,1,Finished Airing,False,"Jul 16, 2008","{'from': '2008-07-16', 'to': '2008-07-16'}",25 min.,PG-13 - Teens 13 or older,8.1,132514,433.0,389,193648,721,,,,"{'Adaptation': [{'mal_id': 3941, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3941/Clannad__Tomoyo_After', 'title': 'Clannad: Tomoyo After'}, {'mal_id': 11777, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11777/Clannad__Tomoyo_Dearest', 'title': 'Clannad: Tomoyo Dearest'}], 'Alternative setting': [{'mal_id': 2167, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2167/Clannad', 'title': 'Clannad'}]}",Pony Canyon,Sentai Filmworks,Kyoto Animation,"Drama, Romance, School, Slice of Life","['""Megumeru ~cuckool mix 2007~ (メグメル～cuckool mix 2007～)"" by eufonius']","['""Ana"" by Lia']"
7184,15227,Kono Sekai no Katasumi ni,In This Corner of the World,この世界の片隅に,To All the Corners of the World,https://myanimelist.cdn-dena.com/images/anime/2/87704.jpg,Movie,Manga,1,Finished Airing,False,"Nov 12, 2016","{'from': '2016-11-12', 'to': '2016-11-12'}",2 hr. 6 min.,PG-13 - Teens 13 or older,8.38,14708,172.0,1540,49814,293,"Winner of the 40th Japan Academy Award for Best Animation Award, the 90th Kinema Junpo Best Ten Japan Film Best 1 and Director Award, 71st Mainichi Film Concurs Japanese Movie Excellence Award and Ofuji Nobushiro Prize, 59th Blue Ribbon Award Director Award, Hiroshima Peace Film Award during the 3rd Hiroshima International Film Festival, and the Best Film during the 38th Yokohama Film Festival.",,,"{'Adaptation': [{'mal_id': 11243, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11243/Kono_Sekai_no_Katasumi_ni', 'title': 'Kono Sekai no Katasumi ni'}]}","Genco, Animatsu Entertainment",Shout! Factory,MAPPA,"Historical, Drama, Seinen",[],"['""Migite no Uta (みぎてのうた)"" by Kotringo']"
7238,2251,Baccano!,Baccano!,バッカーノ！,,https://myanimelist.cdn-dena.com/images/anime/3/14547.jpg,TV,Light novel,13,Finished Airing,False,"Jul 27, 2007 to Nov 2, 2007","{'from': '2007-07-27', 'to': '2007-11-02'}",24 min. per ep.,R - 17+ (violence & profanity),8.49,221916,107.0,87,482078,17790,"Baccano! is based on Ryohgo Narita&#039;s award-winning light novels of the same title and mainly adapts the first 4 novels. While more faithful to the first 3 novels, the 4th novel (1932) is followed more loosely and is mostly an anime-exclusive story. In addition, content from later novels is briefly included in the anime as well. Unlike the novels however, which follow a mostly linear narrative per book, the anime adopts a non-linear storytelling style; the tale of each novel is told simultaneously with one another, with the focus jumping back and forth in time between and within the different plotlines.",Summer 2007,Fridays at 00:30 (JST),"{'Adaptation': [{'mal_id': 1342, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1342/Baccano', 'title': 'Baccano!'}], 'Sequel': [{'mal_id': 3901, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3901/Baccano_Specials', 'title': 'Baccano! Specials'}]}","Aniplex, Sakura Create, Happinet Pictures","Funimation, Aniplex of America",Brain&#039;s Base,"Action, Mystery, Comedy, Historical, Supernatural","['""Gun&#039;s & Roses"" by Paradise Lunch']","['""Calling"" by Oda Kaori']"
7262,28171,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,"Shokugeki no Soma, Food Wars: Shokugeki no Soma",https://myanimelist.cdn-dena.com/images/anime/3/72943.jpg,TV,Manga,24,Finished Airing,False,"Apr 4, 2015 to Sep 26, 2015","{'from': '2015-04-04', 'to': '2015-09-26'}",25 min. per ep.,PG-13 - Teens 13 or older,8.55,356271,85.0,54,612996,15394,,Spring 2015,Saturdays at 02:25 (JST),"{'Adaptation': [{'mal_id': 45757, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45757/Shokugeki_no_Souma', 'title': 'Shokugeki no Souma'}], 'Side story': [{'mal_id': 31327, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31327/Shokugeki_no_Souma_OVA', 'title': 'Shokugeki no Souma OVA'}], 'Sequel': [{'mal_id': 32282, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara', 'title': 'Shokugeki no Souma: Ni no Sara'}]}","Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros., KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks,J.C.Staff,"Ecchi, School, Shounen","['#1: ""Kibou no Uta (希望の唄)"" by ULTRA TOWER (eps 1-14)', '#2: ""Rising Rainbow (ライジングレインボウ)"" by Misokkasu (eps 15-24)']","['#1: ""Spice (スパイス)"" by Tokyo Karankoron (eps 1-14)', '#2: ""Sacchan no Sexy Curry (さっちゃんのセクシーカレー)"" by Seiko Oomori (eps 15-23)', '#3: ""Kibou no Uta (希望の唄)"" by Ultra Tower (ウルトラタワー) (ep 24)']"
7265,28805,Bakemono no Ko,The Boy and the Beast,バケモノの子,Child of a Beast,https://myanimelist.cdn-dena.com/images/anime/11/73540.jpg,Movie,Original,1,Finished Airing,False,"Jul 11, 2015","{'from': '2015-07-11', 'to': '2015-07-11'}",1 hr. 58 min.,PG-13 - Teens 13 or older,8.5,90673,102.0,482,166887,1755,"With over &yen;5.8 billion in total, Bakemono no Ko was Japan&#039;s second highest-grossing domestic film of 2015. It won the Japan Academy Prize for Best Animated Feature, and was also nominated for an Annie Award in its independent category.",,,"{'Adaptation': [{'mal_id': 87921, 'type': 'manga', 'url': 'https://myanimelist.net/manga/87921/Bakemono_no_Ko', 'title': 'Bakemono no Ko'}, {'mal_id': 89988, 'type': 'manga', 'url': 'https://myanimelist.net/manga/89988/Bakemono_no_Ko', 'title': 'Bakemono no Ko'}], 'Other': [{'mal_id': 31108, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31108/Green_Dakara_x_Bakemono_no_Ko', 'title': 'Green Dakara x Bakemono no Ko'}]}","Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Nippon Television Network",Funimation,Studio Chizu,"Adventure, Supernatural",[],"['""Starting Over"" by Mr.Children']"
7270,28725,Kokoro ga Sakebitagatterunda.,The Anthem of the Heart,心が叫びたがってるんだ。,Kokosake,https://myanimelist.cdn-dena.com/images/anime/8/75745.jpg,Movie,Original,1,Finished Airing,False,"Sep 19, 2015","{'from': '2015-09-19', 'to': '2015-09-19'}",1 hr. 59 min.,PG-13 - Teens 13 or older,8.18,59717,334.0,659,126838,1109,"Kokoro ga Sakebitagatterunda. was created by the production staff of the 2011 anime series Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai., and the two works are set in the city of Chichibu, Saitama Prefecture. It earned 1.12 billion yen in the Japanese box office according to data from the Motion Picture Producers Association of Japan.The movie was one of the Jury Selections in the Animation Division of the 19th Japan Media Arts Festival. It was also nominated for the Animation of the Year award in the 39th Japan Academy Prize. A live-action film adaptation opened in theaters in July 22, 2017.",,,"{'Adaptation': [{'mal_id': 91109, 'type': 'manga', 'url': 'https://myanimelist.net/manga/91109/Kokoro_ga_Sakebitagatterunda', 'title': 'Kokoro ga Sakebitagatterunda.'}], 'Other': [{'mal_id': 31165, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31165/Meiji_x_Kokosake___anohana_Receipt_Oubo_Campaign', 'title': 'Meiji x Kokosake & anohana Receipt Oubo Campaign'}, {'mal_id': 33170, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33170/Kokoro_ga_Sakebitagatterunda_x_Sony_Hi-Res_Walkman_and_Headphone', 'title': 'Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone'}]}","Aniplex, Dentsu, Fuji TV, Lawson HMV Entertainment, Shogakukan",Aniplex of America,A-1 Pictures,"Drama, Romance, School",[],"['""Ima, Hanashitai Dareka ga Iru (今、話したい誰かがいる)"" by Nogizaka46']"
7367,35843,Gintama.: Porori-hen,Gintama.: Slip Arc,銀魂。ポロリ編,,https://myanimelist.cdn-dena.com/images/anime/11/88325.jpg,TV,Manga,13,Finished Airing,False,"Oct 2, 2017 to Dec 25, 2017","{'from': '2017-10-02', 'to': '2017-12-25'}",23 min. per ep.,PG-13 - Teens 13 or older,8.59,23130,71.0,1464,53820,450,,Fall 2017,Mondays at 01:35 (JST),"{'Adaptation': [{'mal_id': 44, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44/Gintama', 'title': 'Gintama'}], 'Prequel': [{'mal_id': 34096, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34096/Gintama', 'title': 'Gintama.'}], 'Other': [{'mal_id': 36553, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36553/Nissin_Cup_Noodles_China_x_Gintama', 'title': 'Nissin Cup Noodles China x Gintama'}], 'Sequel': [{'mal_id': 36838, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen', 'title': 'Gintama.: Shirogane no Tamashii-hen'}]}","TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","['""VS"" by BLUE ENCOUNT']","['""Hankou Seimei (反抗声明)"" by Ayumikurikamaki']"
7403,2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ 続編,"Code Geass: Hangyaku no Lelouch 2nd Season, Code Geass: Hangyaku no Lelouch Second Season",https://myanimelist.cdn-dena.com/images/anime/4/9391.jpg,TV,Original,25,Finished Airing,False,"Apr 6, 2008 to Sep 28, 2008","{'from': '2008-04-06', 'to': '2008-09-28'}",24 min. per ep.,R - 17+ (violence & profanity),8.95,543904,18.0,22,791396,44230,"Code Geass: Hangyaku no Lelouch R2 is an original anime series by Sunrise animation studio with original character designs by the all-female Japanese manga artist group CLAMP. Manga and light novels based off the show have been published by Kadokawa Shoten. The show has sold millions of DVDs and Blu-ray volumes and is extremely popular in both Japan and North America. The show is known for its multi-genre appeal and for its diverse cast of characters who face many moral dilemmas over the course of the series.The series won: ""The Best TV Animation"" award at the thirteenth Animation Kobe event in 2008, and ""The Most Popular Anime"" award at the Animage &#039;s 30th Annual Anime Grand Prix.",Spring 2008,Sundays at 17:00 (JST),"{'Adaptation': [{'mal_id': 1528, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1528/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}, {'mal_id': 107645, 'type': 'manga', 'url': 'https://myanimelist.net/manga/107645/Code_Geass__Hangyaku_no_Lelouch_R2', 'title': 'Code Geass: Hangyaku no Lelouch R2'}], 'Prequel': [{'mal_id': 1575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}], 'Side story': [{'mal_id': 5163, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5163/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama', 'title': 'Code Geass: Hangyaku no Lelouch R2 Picture Drama'}, {'mal_id': 8728, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8728/Code_Geass__Hangyaku_no_Lelouch_-_Kiseki_no_Birthday_Picture_Drama', 'title': 'Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama'}, {'mal_id': 9591, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9591/Code_Geass__Hangyaku_no_Lelouch_R2_Flash_Specials', 'title': 'Code Geass: Hangyaku no Lelouch R2 Flash Specials'}, {'mal_id': 33156, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33156/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama_-_Last_Moratorium', 'title': 'Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium'}], 'Summary': [{'mal_id': 6768, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6768/Code_Geass__Hangyaku_no_Lelouch_R2_Special_Edition_Zero_Requiem', 'title': 'Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem'}], 'Sequel': [{'mal_id': 34437, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34437/Code_Geass__Fukkatsu_no_Lelouch', 'title': 'Code Geass: Fukkatsu no Lelouch'}], 'Alternative version': [{'mal_id': 34439, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34439/Code_Geass__Hangyaku_no_Lelouch_II_-_Handou', 'title': 'Code Geass: Hangyaku no Lelouch II - Handou'}, {'mal_id': 34440, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34440/Code_Geass__Hangyaku_no_Lelouch_III_-_Oudou', 'title': 'Code Geass: Hangyaku no Lelouch III - Oudou'}]}","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Military, Sci-Fi, Super Power, Drama, Mecha","['#1: ""02~O-Two~ (02~ｵｰ･ﾂｰ~)"" by Orange Range (eps 1-12)', '#2: ""WORLD END"" by FLOW (eps 13-25)']","['#1: ""Shiawase Neiro (ｼｱﾜｾﾈｲﾛ)"" by Orange Range (eps 1-12)', '#2: ""Waga Routashi Aku no Hana (わが﨟たし悪の華)"" by ALI PROJECT (eps 13-25)']"
7407,35788,Shokugeki no Souma: San no Sara,Food Wars! The Third Plate,食戟のソーマ 餐ノ皿,"Shokugeki no Soma 3rd Season, Shokugeki no Soma 3",https://myanimelist.cdn-dena.com/images/anime/3/88434.jpg,TV,Manga,12,Finished Airing,False,"Oct 4, 2017 to Dec 20, 2017","{'from': '2017-10-04', 'to': '2017-12-20'}",24 min. per ep.,PG-13 - Teens 13 or older,8.5,129754,106.0,282,248061,1817,,Fall 2017,Wednesdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 45757, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45757/Shokugeki_no_Souma', 'title': 'Shokugeki no Souma'}], 'Prequel': [{'mal_id': 34480, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34480/Shokugeki_no_Souma__Ni_no_Sara_OVA', 'title': 'Shokugeki no Souma: Ni no Sara OVA'}], 'Sequel': [{'mal_id': 36949, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36949/Shokugeki_no_Souma__San_no_Sara_-_Toutsuki_Ressha-hen', 'title': 'Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen'}]}","Lantis, Warner Bros., KlockWorx, Shueisha",,J.C.Staff,"Ecchi, School, Shounen","['""BRAVER"" by ZAQ']","['""Kyokyo Jitsujitsu (虚虚実実)"" by nano.RIPE']"
7452,2924,ef: A Tale of Memories.,ef - a tale of memories.,ef - a tale of memories.,,https://myanimelist.cdn-dena.com/images/anime/11/50411.jpg,TV,Visual novel,12,Finished Airing,False,"Oct 7, 2007 to Dec 23, 2007","{'from': '2007-10-07', 'to': '2007-12-23'}",24 min. per ep.,PG-13 - Teens 13 or older,8.05,82024,486.0,436,180526,2699,,Fall 2007,Sundays at 01:35 (JST),"{'Adaptation': [{'mal_id': 3203, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3203/ef__A_Fairy_Tale_of_the_Two', 'title': 'ef: A Fairy Tale of the Two.'}], 'Sequel': [{'mal_id': 4789, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4789/ef__A_Tale_of_Melodies', 'title': 'ef: A Tale of Melodies.'}], 'Prequel': [{'mal_id': 6361, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6361/ef__A_Tale_of_Memories_-_Prologue', 'title': 'ef: A Tale of Memories. - Prologue'}], 'Summary': [{'mal_id': 6783, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6783/ef__A_Tale_of_Memories_-_Recollections', 'title': 'ef: A Tale of Memories. - Recollections'}]}",Rondo Robe,Sentai Filmworks,Shaft,"Mystery, Drama, Romance","['#1: ""euphoric field"" by Tenmon feat. ELISA (eps 3-9, 11)', '#2: ""euphoric field (Japanese ver.)"" by Tenmon feat. ELISA (ep 12)']","['#1: ""I&#039;m here"" by Hiroko Taguchi (eps 1, 3, 7, 10)', '#2: ""euphoric field"" by Tenmon feat. ELISA (ep 2)', '#3: ""Kizamu Kisetsu"" by Junko Okada (eps 4, 5, 9)', '#4: ""Sora no Yume"" by Natsumi Yanase (eps 6, 8, 11)', '#5: ""Yūkyū no Tsubasa 07mix"" by Yumiko Nakajima (ep 12)']"
